 
****************************************
Report : area
Design : SystolicPod
Version: P-2019.03-SP1
Date   : Thu Sep 16 18:43:37 2021
****************************************

Library(s) Used:

    tcbn28hpmbwp35ss0p81v125c (File: /opt/tsmc/28nm/cln28hpm/stclib/9-track/Front_End/timing_power_noise/NLDM/tcbn28hpmbwp35_120a/tcbn28hpmbwp35ss0p81v125c.db)

Number of ports:                        76213
Number of nets:                        675697
Number of cells:                       557713
Number of combinational cells:         512900
Number of sequential cells:             43783
Number of macros/black boxes:               0
Number of buf/inv:                      59234
Number of references:                     132

Combinational area:             410891.132786
Buf/Inv area:                    14814.616511
Noncombinational area:           81457.609243
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:                492348.742029
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area              Local cell area
                                  --------------------  ------------------------------- 
Hierarchical cell                 Absolute     Percent  Combi-       Noncombi-   Black-
                                  Total        Total    national     national    boxes   Design
array/PE_24_22                       492.1965      0.1     416.5020     75.6945  0.0000  ProcessingElement_233
array/PE_24_23                       497.0565      0.1     421.3620     75.6945  0.0000  ProcessingElement_232
array/PE_24_24                       492.9255      0.1     417.2310     75.6945  0.0000  ProcessingElement_231
array/PE_24_25                       494.2620      0.1     419.2965     74.9655  0.0000  ProcessingElement_230
array/PE_24_26                       492.0750      0.1     416.3805     75.6945  0.0000  ProcessingElement_229
array/PE_24_27                       492.9255      0.1     417.2310     75.6945  0.0000  ProcessingElement_228
array/PE_24_28                       495.7200      0.1     420.3900     75.3300  0.0000  ProcessingElement_227
array/PE_24_29                       497.5425      0.1     422.2125     75.3300  0.0000  ProcessingElement_226
array/PE_24_3                        506.1690      0.1     431.8110     74.3580  0.0000  ProcessingElement_252
array/PE_24_30                       502.6455      0.1     423.4275     79.2180  0.0000  ProcessingElement_225
array/PE_24_31                       490.7385      0.1     415.0440     75.6945  0.0000  ProcessingElement_224
array/PE_24_4                        498.0285      0.1     423.3060     74.7225  0.0000  ProcessingElement_251
array/PE_24_5                        492.9255      0.1     417.8385     75.0870  0.0000  ProcessingElement_250
array/PE_24_6                        494.2620      0.1     419.9040     74.3580  0.0000  ProcessingElement_249
array/PE_24_7                        494.9910      0.1     420.6330     74.3580  0.0000  ProcessingElement_248
array/PE_24_8                        497.1780      0.1     422.8200     74.3580  0.0000  ProcessingElement_247
array/PE_24_9                        498.8790      0.1     424.8855     73.9935  0.0000  ProcessingElement_246
array/PE_25_0                        503.9820      0.1     429.2595     74.7225  0.0000  ProcessingElement_223
array/PE_25_1                        490.4955      0.1     415.7730     74.7225  0.0000  ProcessingElement_222
array/PE_25_10                       498.2715      0.1     423.5490     74.7225  0.0000  ProcessingElement_213
array/PE_25_11                       498.8790      0.1     424.5210     74.3580  0.0000  ProcessingElement_212
array/PE_25_12                       507.0195      0.1     429.5025     77.5170  0.0000  ProcessingElement_211
array/PE_25_13                       493.8975      0.1     419.5395     74.3580  0.0000  ProcessingElement_210
array/PE_25_14                       498.1500      0.1     423.7920     74.3580  0.0000  ProcessingElement_209
array/PE_25_15                       497.1780      0.1     422.8200     74.3580  0.0000  ProcessingElement_208
array/PE_25_16                       504.3465      0.1     429.3810     74.9655  0.0000  ProcessingElement_207
array/PE_25_17                       495.7200      0.1     419.2965     76.4235  0.0000  ProcessingElement_206
array/PE_25_18                       501.7950      0.1     425.7360     76.0590  0.0000  ProcessingElement_205
array/PE_25_19                       500.2155      0.1     425.6145     74.6010  0.0000  ProcessingElement_204
array/PE_25_2                        494.2620      0.1     420.2685     73.9935  0.0000  ProcessingElement_221
array/PE_25_20                       495.2340      0.1     420.2685     74.9655  0.0000  ProcessingElement_203
array/PE_25_21                       497.7855      0.1     421.7265     76.0590  0.0000  ProcessingElement_202
array/PE_25_22                       500.4585      0.1     425.4930     74.9655  0.0000  ProcessingElement_201
array/PE_25_23                       497.7855      0.1     422.8200     74.9655  0.0000  ProcessingElement_200
array/PE_25_24                       491.1030      0.1     415.7730     75.3300  0.0000  ProcessingElement_199
array/PE_25_25                       498.0285      0.1     423.4275     74.6010  0.0000  ProcessingElement_198
array/PE_25_26                       493.0470      0.1     418.8105     74.2365  0.0000  ProcessingElement_197
array/PE_25_27                       496.3275      0.1     421.3620     74.9655  0.0000  ProcessingElement_196
array/PE_25_28                       491.7105      0.1     416.7450     74.9655  0.0000  ProcessingElement_195
array/PE_25_29                       493.2900      0.1     417.5955     75.6945  0.0000  ProcessingElement_194
array/PE_25_3                        508.1130      0.1     434.1195     73.9935  0.0000  ProcessingElement_220
array/PE_25_30                       500.2155      0.1     424.8855     75.3300  0.0000  ProcessingElement_193
array/PE_25_31                       499.4865      0.1     424.8855     74.6010  0.0000  ProcessingElement_192
array/PE_25_4                        496.5705      0.1     422.2125     74.3580  0.0000  ProcessingElement_219
array/PE_25_5                        497.2995      0.1     422.5770     74.7225  0.0000  ProcessingElement_218
array/PE_25_6                        497.0565      0.1     423.0630     73.9935  0.0000  ProcessingElement_217
array/PE_25_7                        504.4680      0.1     430.8390     73.6290  0.0000  ProcessingElement_216
array/PE_25_8                        495.7200      0.1     420.9975     74.7225  0.0000  ProcessingElement_215
array/PE_25_9                        491.1030      0.1     416.7450     74.3580  0.0000  ProcessingElement_214
array/PE_26_0                        495.9630      0.1     416.9880     78.9750  0.0000  ProcessingElement_191
array/PE_26_1                        494.9910      0.1     419.9040     75.0870  0.0000  ProcessingElement_190
array/PE_26_10                       494.2620      0.1     419.5395     74.7225  0.0000  ProcessingElement_181
array/PE_26_11                       515.1600      0.1     441.1665     73.9935  0.0000  ProcessingElement_180
array/PE_26_12                       498.7575      0.1     424.3995     74.3580  0.0000  ProcessingElement_179
array/PE_26_13                       497.7855      0.1     421.9695     75.8160  0.0000  ProcessingElement_178
array/PE_26_14                       493.7760      0.1     419.4180     74.3580  0.0000  ProcessingElement_177
array/PE_26_15                       497.9070      0.1     423.5490     74.3580  0.0000  ProcessingElement_176
array/PE_26_16                       494.0190      0.1     418.6890     75.3300  0.0000  ProcessingElement_175
array/PE_26_17                       499.4865      0.1     424.1565     75.3300  0.0000  ProcessingElement_174
array/PE_26_18                       498.7575      0.1     423.0630     75.6945  0.0000  ProcessingElement_173
array/PE_26_19                       494.8695      0.1     419.5395     75.3300  0.0000  ProcessingElement_172
array/PE_26_2                        497.5425      0.1     423.1845     74.3580  0.0000  ProcessingElement_189
array/PE_26_20                       497.4210      0.1     421.3620     76.0590  0.0000  ProcessingElement_171
array/PE_26_21                       492.6825      0.1     415.8945     76.7880  0.0000  ProcessingElement_170
array/PE_26_22                       490.7385      0.1     415.4085     75.3300  0.0000  ProcessingElement_169
array/PE_26_23                       499.8510      0.1     425.6145     74.2365  0.0000  ProcessingElement_168
array/PE_26_24                       497.9070      0.1     423.3060     74.6010  0.0000  ProcessingElement_167
array/PE_26_25                       504.3465      0.1     429.3810     74.9655  0.0000  ProcessingElement_166
array/PE_26_26                       493.0470      0.1     418.0815     74.9655  0.0000  ProcessingElement_165
array/PE_26_27                       498.0285      0.1     423.4275     74.6010  0.0000  ProcessingElement_164
array/PE_26_28                       494.9910      0.1     420.0255     74.9655  0.0000  ProcessingElement_163
array/PE_26_29                       493.2900      0.1     417.9600     75.3300  0.0000  ProcessingElement_162
array/PE_26_3                        493.5330      0.1     419.1750     74.3580  0.0000  ProcessingElement_188
array/PE_26_30                       493.6545      0.1     417.9600     75.6945  0.0000  ProcessingElement_161
array/PE_26_31                       502.2810      0.1     427.3155     74.9655  0.0000  ProcessingElement_160
array/PE_26_4                        498.3930      0.1     424.0350     74.3580  0.0000  ProcessingElement_187
array/PE_26_5                        492.3180      0.1     417.9600     74.3580  0.0000  ProcessingElement_186
array/PE_26_6                        505.3185      0.1     431.3250     73.9935  0.0000  ProcessingElement_185
array/PE_26_7                        494.1405      0.1     420.1470     73.9935  0.0000  ProcessingElement_184
array/PE_26_8                        503.6175      0.1     429.2595     74.3580  0.0000  ProcessingElement_183
array/PE_26_9                        499.6080      0.1     424.8855     74.7225  0.0000  ProcessingElement_182
array/PE_27_0                        497.9070      0.1     423.5490     74.3580  0.0000  ProcessingElement_159
array/PE_27_1                        495.4770      0.1     420.7545     74.7225  0.0000  ProcessingElement_158
array/PE_27_10                       505.1970      0.1     430.8390     74.3580  0.0000  ProcessingElement_149
array/PE_27_11                       503.6175      0.1     429.6240     73.9935  0.0000  ProcessingElement_148
array/PE_27_12                       498.1500      0.1     423.0630     75.0870  0.0000  ProcessingElement_147
array/PE_27_13                       498.5145      0.1     424.5210     73.9935  0.0000  ProcessingElement_146
array/PE_27_14                       497.5425      0.1     423.1845     74.3580  0.0000  ProcessingElement_145
array/PE_27_15                       502.1595      0.1     428.1660     73.9935  0.0000  ProcessingElement_144
array/PE_27_16                       498.0285      0.1     423.0630     74.9655  0.0000  ProcessingElement_143
array/PE_27_17                       498.7575      0.1     423.4275     75.3300  0.0000  ProcessingElement_142
array/PE_27_18                       491.8320      0.1     416.5020     75.3300  0.0000  ProcessingElement_141
array/PE_27_19                       500.0940      0.1     425.4930     74.6010  0.0000  ProcessingElement_140
array/PE_27_2                        487.4580      0.1     412.3710     75.0870  0.0000  ProcessingElement_157
array/PE_27_20                       497.6640      0.1     421.9695     75.6945  0.0000  ProcessingElement_139
array/PE_27_21                       496.8135      0.1     422.5770     74.2365  0.0000  ProcessingElement_138
array/PE_27_22                       503.1315      0.1     427.4370     75.6945  0.0000  ProcessingElement_137
array/PE_27_23                       491.7105      0.1     416.7450     74.9655  0.0000  ProcessingElement_136
array/PE_27_24                       502.6455      0.1     423.0630     79.5825  0.0000  ProcessingElement_135
array/PE_27_25                       497.2995      0.1     421.9695     75.3300  0.0000  ProcessingElement_134
array/PE_27_26                       492.1965      0.1     416.1375     76.0590  0.0000  ProcessingElement_133
array/PE_27_27                       502.2810      0.1     427.6800     74.6010  0.0000  ProcessingElement_132
array/PE_27_28                       494.5050      0.1     418.4460     76.0590  0.0000  ProcessingElement_131
array/PE_27_29                       495.1125      0.1     419.4180     75.6945  0.0000  ProcessingElement_130
array/PE_27_3                        493.6545      0.1     419.2965     74.3580  0.0000  ProcessingElement_156
array/PE_27_30                       498.0285      0.1     423.4275     74.6010  0.0000  ProcessingElement_129
array/PE_27_31                       506.8980      0.1     432.6615     74.2365  0.0000  ProcessingElement_128
array/PE_27_4                        496.2060      0.1     421.8480     74.3580  0.0000  ProcessingElement_155
array/PE_27_5                        492.8040      0.1     418.8105     73.9935  0.0000  ProcessingElement_154
array/PE_27_6                        491.2245      0.1     417.2310     73.9935  0.0000  ProcessingElement_153
array/PE_27_7                        497.6640      0.1     424.0350     73.6290  0.0000  ProcessingElement_152
array/PE_27_8                        499.4865      0.1     425.1285     74.3580  0.0000  ProcessingElement_151
array/PE_27_9                        502.1595      0.1     427.4370     74.7225  0.0000  ProcessingElement_150
array/PE_28_0                        504.3465      0.1     429.6240     74.7225  0.0000  ProcessingElement_127
array/PE_28_1                        499.4865      0.1     424.7640     74.7225  0.0000  ProcessingElement_126
array/PE_28_10                       492.9255      0.1     418.2030     74.7225  0.0000  ProcessingElement_117
array/PE_28_11                       502.1595      0.1     428.5305     73.6290  0.0000  ProcessingElement_116
array/PE_28_12                       492.3180      0.1     417.5955     74.7225  0.0000  ProcessingElement_115
array/PE_28_13                       499.2435      0.1     424.8855     74.3580  0.0000  ProcessingElement_114
array/PE_28_14                       494.0190      0.1     419.6610     74.3580  0.0000  ProcessingElement_113
array/PE_28_15                       498.1500      0.1     424.5210     73.6290  0.0000  ProcessingElement_112
array/PE_28_16                       501.9165      0.1     426.5865     75.3300  0.0000  ProcessingElement_111
array/PE_28_17                       499.4865      0.1     424.1565     75.3300  0.0000  ProcessingElement_110
array/PE_28_18                       495.8415      0.1     420.5115     75.3300  0.0000  ProcessingElement_109
array/PE_28_19                       494.0190      0.1     420.1470     73.8720  0.0000  ProcessingElement_108
array/PE_28_2                        495.2340      0.1     421.2405     73.9935  0.0000  ProcessingElement_125
array/PE_28_20                       499.2435      0.1     424.2780     74.9655  0.0000  ProcessingElement_107
array/PE_28_21                       500.8230      0.1     425.8575     74.9655  0.0000  ProcessingElement_106
array/PE_28_22                       501.5520      0.1     426.5865     74.9655  0.0000  ProcessingElement_105
array/PE_28_23                       496.9350      0.1     421.6050     75.3300  0.0000  ProcessingElement_104
array/PE_28_24                       500.4585      0.1     425.8575     74.6010  0.0000  ProcessingElement_103
array/PE_28_25                       495.9630      0.1     420.6330     75.3300  0.0000  ProcessingElement_102
array/PE_28_26                       497.1780      0.1     422.2125     74.9655  0.0000  ProcessingElement_101
array/PE_28_27                       495.7200      0.1     420.0255     75.6945  0.0000  ProcessingElement_100
array/PE_28_28                       497.5425      0.1     421.8480     75.6945  0.0000  ProcessingElement_99
array/PE_28_29                       494.2620      0.1     418.5675     75.6945  0.0000  ProcessingElement_98
array/PE_28_3                        493.5330      0.1     418.4460     75.0870  0.0000  ProcessingElement_124
array/PE_28_30                       494.1405      0.1     418.8105     75.3300  0.0000  ProcessingElement_97
array/PE_28_31                       492.9255      0.1     417.5955     75.3300  0.0000  ProcessingElement_96
array/PE_28_4                        503.1315      0.1     429.1380     73.9935  0.0000  ProcessingElement_123
array/PE_28_5                        499.8510      0.1     425.8575     73.9935  0.0000  ProcessingElement_122
array/PE_28_6                        495.8415      0.1     420.7545     75.0870  0.0000  ProcessingElement_121
array/PE_28_7                        500.4585      0.1     425.7360     74.7225  0.0000  ProcessingElement_120
array/PE_28_8                        504.8325      0.1     430.8390     73.9935  0.0000  ProcessingElement_119
array/PE_28_9                        489.0375      0.1     415.0440     73.9935  0.0000  ProcessingElement_118
array/PE_29_0                        497.4210      0.1     422.6985     74.7225  0.0000  ProcessingElement_95
array/PE_29_1                        493.8975      0.1     419.5395     74.3580  0.0000  ProcessingElement_94
array/PE_29_10                       493.8975      0.1     418.4460     75.4515  0.0000  ProcessingElement_85
array/PE_29_11                       491.4675      0.1     416.7450     74.7225  0.0000  ProcessingElement_84
array/PE_29_12                       490.0095      0.1     415.2870     74.7225  0.0000  ProcessingElement_83
array/PE_29_13                       502.8885      0.1     427.8015     75.0870  0.0000  ProcessingElement_82
array/PE_29_14                       496.5705      0.1     422.2125     74.3580  0.0000  ProcessingElement_81
array/PE_29_15                       497.5425      0.1     423.5490     73.9935  0.0000  ProcessingElement_80
array/PE_29_16                       495.8415      0.1     420.1470     75.6945  0.0000  ProcessingElement_79
array/PE_29_17                       509.5710      0.1     434.6055     74.9655  0.0000  ProcessingElement_78
array/PE_29_18                       503.0100      0.1     427.3155     75.6945  0.0000  ProcessingElement_77
array/PE_29_19                       497.9070      0.1     421.8480     76.0590  0.0000  ProcessingElement_76
array/PE_29_2                        495.8415      0.1     420.7545     75.0870  0.0000  ProcessingElement_93
array/PE_29_20                       498.2715      0.1     422.5770     75.6945  0.0000  ProcessingElement_75
array/PE_29_21                       502.5240      0.1     423.3060     79.2180  0.0000  ProcessingElement_74
array/PE_29_22                       496.4490      0.1     422.2125     74.2365  0.0000  ProcessingElement_73
array/PE_29_23                       497.4210      0.1     421.7265     75.6945  0.0000  ProcessingElement_72
array/PE_29_24                       495.5985      0.1     420.6330     74.9655  0.0000  ProcessingElement_71
array/PE_29_25                       498.3930      0.1     423.7920     74.6010  0.0000  ProcessingElement_70
array/PE_29_26                       501.1875      0.1     426.9510     74.2365  0.0000  ProcessingElement_69
array/PE_29_27                       498.1500      0.1     423.5490     74.6010  0.0000  ProcessingElement_68
array/PE_29_28                       495.1125      0.1     420.1470     74.9655  0.0000  ProcessingElement_67
array/PE_29_29                       496.9350      0.1     421.9695     74.9655  0.0000  ProcessingElement_66
array/PE_29_3                        497.6640      0.1     422.9415     74.7225  0.0000  ProcessingElement_92
array/PE_29_30                       498.8790      0.1     423.9135     74.9655  0.0000  ProcessingElement_65
array/PE_29_31                       496.4490      0.1     421.8480     74.6010  0.0000  ProcessingElement_64
array/PE_29_4                        500.5800      0.1     426.9510     73.6290  0.0000  ProcessingElement_91
array/PE_29_5                        505.5615      0.1     431.9325     73.6290  0.0000  ProcessingElement_90
array/PE_29_6                        498.0285      0.1     423.3060     74.7225  0.0000  ProcessingElement_89
array/PE_29_7                        499.3650      0.1     424.6425     74.7225  0.0000  ProcessingElement_88
array/PE_29_8                        492.9255      0.1     418.5675     74.3580  0.0000  ProcessingElement_87
array/PE_29_9                        493.7760      0.1     419.4180     74.3580  0.0000  ProcessingElement_86
array/PE_2_0                         370.8180      0.1     326.7135     44.1045  0.0000  ProcessingElement_959
array/PE_2_1                         370.4535      0.1     326.3490     44.1045  0.0000  ProcessingElement_958
array/PE_2_10                        363.4065      0.1     319.6665     43.7400  0.0000  ProcessingElement_949
array/PE_2_11                        365.9580      0.1     321.1245     44.8335  0.0000  ProcessingElement_948
array/PE_2_12                        365.7150      0.1     321.2460     44.4690  0.0000  ProcessingElement_947
array/PE_2_13                        372.0330      0.1     328.2930     43.7400  0.0000  ProcessingElement_946
array/PE_2_14                        368.1450      0.1     324.0405     44.1045  0.0000  ProcessingElement_945
array/PE_2_15                        365.8365      0.1     322.0965     43.7400  0.0000  ProcessingElement_944
array/PE_2_16                        368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_943
array/PE_2_17                        365.3505      0.1     320.8815     44.4690  0.0000  ProcessingElement_942
array/PE_2_18                        364.9860      0.1     320.8815     44.1045  0.0000  ProcessingElement_941
array/PE_2_19                        368.0235      0.1     323.5545     44.4690  0.0000  ProcessingElement_940
array/PE_2_2                         367.4160      0.1     323.3115     44.1045  0.0000  ProcessingElement_957
array/PE_2_20                        363.8925      0.1     320.1525     43.7400  0.0000  ProcessingElement_939
array/PE_2_21                        366.0795      0.1     321.2460     44.8335  0.0000  ProcessingElement_938
array/PE_2_22                        363.8925      0.1     319.7880     44.1045  0.0000  ProcessingElement_937
array/PE_2_23                        367.7805      0.1     323.3115     44.4690  0.0000  ProcessingElement_936
array/PE_2_24                        368.1450      0.1     324.0405     44.1045  0.0000  ProcessingElement_935
array/PE_2_25                        364.5000      0.1     320.7600     43.7400  0.0000  ProcessingElement_934
array/PE_2_26                        366.8085      0.1     322.3395     44.4690  0.0000  ProcessingElement_933
array/PE_2_27                        367.5375      0.1     323.4330     44.1045  0.0000  ProcessingElement_932
array/PE_2_28                        364.9860      0.1     320.8815     44.1045  0.0000  ProcessingElement_931
array/PE_2_29                        363.0420      0.1     318.9375     44.1045  0.0000  ProcessingElement_930
array/PE_2_3                         369.3600      0.1     324.5265     44.8335  0.0000  ProcessingElement_956
array/PE_2_30                        372.6405      0.1     328.9005     43.7400  0.0000  ProcessingElement_929
array/PE_2_31                        370.0890      0.1     325.6200     44.4690  0.0000  ProcessingElement_928
array/PE_2_4                         368.8740      0.1     324.7695     44.1045  0.0000  ProcessingElement_955
array/PE_2_5                         368.2665      0.1     323.4330     44.8335  0.0000  ProcessingElement_954
array/PE_2_6                         365.2290      0.1     321.1245     44.1045  0.0000  ProcessingElement_953
array/PE_2_7                         368.3880      0.1     323.9190     44.4690  0.0000  ProcessingElement_952
array/PE_2_8                         365.3505      0.1     320.8815     44.4690  0.0000  ProcessingElement_951
array/PE_2_9                         366.0795      0.1     321.9750     44.1045  0.0000  ProcessingElement_950
array/PE_30_0                        491.9535      0.1     417.2310     74.7225  0.0000  ProcessingElement_63
array/PE_30_1                        489.8880      0.1     414.8010     75.0870  0.0000  ProcessingElement_62
array/PE_30_10                       498.6360      0.1     423.9135     74.7225  0.0000  ProcessingElement_53
array/PE_30_11                       497.7855      0.1     423.7920     73.9935  0.0000  ProcessingElement_52
array/PE_30_12                       500.3370      0.1     425.6145     74.7225  0.0000  ProcessingElement_51
array/PE_30_13                       499.1220      0.1     424.0350     75.0870  0.0000  ProcessingElement_50
array/PE_30_14                       503.1315      0.1     428.4090     74.7225  0.0000  ProcessingElement_49
array/PE_30_15                       499.9725      0.1     425.9790     73.9935  0.0000  ProcessingElement_48
array/PE_30_16                       501.6735      0.1     426.7080     74.9655  0.0000  ProcessingElement_47
array/PE_30_17                       494.7480      0.1     419.7825     74.9655  0.0000  ProcessingElement_46
array/PE_30_18                       492.8040      0.1     416.7450     76.0590  0.0000  ProcessingElement_45
array/PE_30_19                       505.1970      0.1     430.2315     74.9655  0.0000  ProcessingElement_44
array/PE_30_2                        495.5985      0.1     421.6050     73.9935  0.0000  ProcessingElement_61
array/PE_30_20                       505.1970      0.1     430.5960     74.6010  0.0000  ProcessingElement_43
array/PE_30_21                       504.1035      0.1     428.4090     75.6945  0.0000  ProcessingElement_42
array/PE_30_22                       494.3835      0.1     419.7825     74.6010  0.0000  ProcessingElement_41
array/PE_30_23                       499.8510      0.1     425.2500     74.6010  0.0000  ProcessingElement_40
array/PE_30_24                       499.0005      0.1     424.0350     74.9655  0.0000  ProcessingElement_39
array/PE_30_25                       489.8880      0.1     414.1935     75.6945  0.0000  ProcessingElement_38
array/PE_30_26                       494.2620      0.1     418.9320     75.3300  0.0000  ProcessingElement_37
array/PE_30_27                       502.0380      0.1     427.4370     74.6010  0.0000  ProcessingElement_36
array/PE_30_28                       495.2340      0.1     419.9040     75.3300  0.0000  ProcessingElement_35
array/PE_30_29                       493.6545      0.1     418.6890     74.9655  0.0000  ProcessingElement_34
array/PE_30_3                        499.1220      0.1     424.3995     74.7225  0.0000  ProcessingElement_60
array/PE_30_30                       494.2620      0.1     418.2030     76.0590  0.0000  ProcessingElement_33
array/PE_30_31                       496.2060      0.1     420.8760     75.3300  0.0000  ProcessingElement_32
array/PE_30_4                        494.8695      0.1     420.8760     73.9935  0.0000  ProcessingElement_59
array/PE_30_5                        494.5050      0.1     419.7825     74.7225  0.0000  ProcessingElement_58
array/PE_30_6                        499.6080      0.1     425.2500     74.3580  0.0000  ProcessingElement_57
array/PE_30_7                        494.8695      0.1     419.4180     75.4515  0.0000  ProcessingElement_56
array/PE_30_8                        496.0845      0.1     422.0910     73.9935  0.0000  ProcessingElement_55
array/PE_30_9                        499.8510      0.1     426.2220     73.6290  0.0000  ProcessingElement_54
array/PE_31_0                        498.7575      0.1     424.0350     74.7225  0.0000  ProcessingElement_31
array/PE_31_1                        492.6825      0.1     417.2310     75.4515  0.0000  ProcessingElement_30
array/PE_31_10                       495.7200      0.1     420.9975     74.7225  0.0000  ProcessingElement_21
array/PE_31_11                       500.8230      0.1     425.7360     75.0870  0.0000  ProcessingElement_20
array/PE_31_12                       495.7200      0.1     420.9975     74.7225  0.0000  ProcessingElement_19
array/PE_31_13                       497.9070      0.1     423.1845     74.7225  0.0000  ProcessingElement_18
array/PE_31_14                       499.3650      0.1     425.0070     74.3580  0.0000  ProcessingElement_17
array/PE_31_15                       491.9535      0.1     417.9600     73.9935  0.0000  ProcessingElement_16
array/PE_31_16                       504.3465      0.1     429.7455     74.6010  0.0000  ProcessingElement_15
array/PE_31_17                       499.6080      0.1     424.6425     74.9655  0.0000  ProcessingElement_14
array/PE_31_18                       494.7480      0.1     419.7825     74.9655  0.0000  ProcessingElement_13
array/PE_31_19                       495.8415      0.1     420.5115     75.3300  0.0000  ProcessingElement_12
array/PE_31_2                        494.3835      0.1     419.6610     74.7225  0.0000  ProcessingElement_29
array/PE_31_20                       494.9910      0.1     419.6610     75.3300  0.0000  ProcessingElement_11
array/PE_31_21                       495.8415      0.1     420.5115     75.3300  0.0000  ProcessingElement_10
array/PE_31_22                       490.9815      0.1     416.3805     74.6010  0.0000  ProcessingElement_9
array/PE_31_23                       502.5240      0.1     428.2875     74.2365  0.0000  ProcessingElement_8
array/PE_31_24                       493.1685      0.1     417.4740     75.6945  0.0000  ProcessingElement_7
array/PE_31_25                       502.1595      0.1     427.1940     74.9655  0.0000  ProcessingElement_6
array/PE_31_26                       496.6920      0.1     422.0910     74.6010  0.0000  ProcessingElement_5
array/PE_31_27                       494.1405      0.1     418.8105     75.3300  0.0000  ProcessingElement_4
array/PE_31_28                       505.4400      0.1     430.8390     74.6010  0.0000  ProcessingElement_3
array/PE_31_29                       491.7105      0.1     415.2870     76.4235  0.0000  ProcessingElement_2
array/PE_31_3                        497.9070      0.1     423.5490     74.3580  0.0000  ProcessingElement_28
array/PE_31_30                       503.6175      0.1     427.9230     75.6945  0.0000  ProcessingElement_1
array/PE_31_31                       500.5800      0.1     425.9790     74.6010  0.0000  ProcessingElement_0
array/PE_31_4                        496.9350      0.1     423.3060     73.6290  0.0000  ProcessingElement_27
array/PE_31_5                        496.8135      0.1     422.0910     74.7225  0.0000  ProcessingElement_26
array/PE_31_6                        496.6920      0.1     422.6985     73.9935  0.0000  ProcessingElement_25
array/PE_31_7                        495.9630      0.1     421.6050     74.3580  0.0000  ProcessingElement_24
array/PE_31_8                        498.6360      0.1     424.2780     74.3580  0.0000  ProcessingElement_23
array/PE_31_9                        501.6735      0.1     428.0445     73.6290  0.0000  ProcessingElement_22
array/PE_3_0                         368.1450      0.1     323.6760     44.4690  0.0000  ProcessingElement_927
array/PE_3_1                         364.1355      0.1     320.3955     43.7400  0.0000  ProcessingElement_926
array/PE_3_10                        370.4535      0.1     325.9845     44.4690  0.0000  ProcessingElement_917
array/PE_3_11                        370.6965      0.1     326.5920     44.1045  0.0000  ProcessingElement_916
array/PE_3_12                        369.8460      0.1     325.3770     44.4690  0.0000  ProcessingElement_915
array/PE_3_13                        368.8740      0.1     324.7695     44.1045  0.0000  ProcessingElement_914
array/PE_3_14                        366.8085      0.1     322.3395     44.4690  0.0000  ProcessingElement_913
array/PE_3_15                        368.9955      0.1     325.2555     43.7400  0.0000  ProcessingElement_912
array/PE_3_16                        368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_911
array/PE_3_17                        366.5655      0.1     322.0965     44.4690  0.0000  ProcessingElement_910
array/PE_3_18                        365.1075      0.1     320.6385     44.4690  0.0000  ProcessingElement_909
array/PE_3_19                        370.0890      0.1     325.6200     44.4690  0.0000  ProcessingElement_908
array/PE_3_2                         367.6590      0.1     323.9190     43.7400  0.0000  ProcessingElement_925
array/PE_3_20                        365.2290      0.1     320.7600     44.4690  0.0000  ProcessingElement_907
array/PE_3_21                        365.9580      0.1     321.4890     44.4690  0.0000  ProcessingElement_906
array/PE_3_22                        366.5655      0.1     322.4610     44.1045  0.0000  ProcessingElement_905
array/PE_3_23                        367.2945      0.1     322.8255     44.4690  0.0000  ProcessingElement_904
array/PE_3_24                        363.6495      0.1     319.1805     44.4690  0.0000  ProcessingElement_903
array/PE_3_25                        365.4720      0.1     320.6385     44.8335  0.0000  ProcessingElement_902
array/PE_3_26                        366.4440      0.1     322.7040     43.7400  0.0000  ProcessingElement_901
array/PE_3_27                        367.1730      0.1     323.0685     44.1045  0.0000  ProcessingElement_900
array/PE_3_28                        365.2290      0.1     320.7600     44.4690  0.0000  ProcessingElement_899
array/PE_3_29                        366.4440      0.1     322.3395     44.1045  0.0000  ProcessingElement_898
array/PE_3_3                         368.7525      0.1     325.0125     43.7400  0.0000  ProcessingElement_924
array/PE_3_30                        366.5655      0.1     321.7320     44.8335  0.0000  ProcessingElement_897
array/PE_3_31                        363.6495      0.1     319.9095     43.7400  0.0000  ProcessingElement_896
array/PE_3_4                         367.4160      0.1     323.3115     44.1045  0.0000  ProcessingElement_923
array/PE_3_5                         373.6125      0.1     329.8725     43.7400  0.0000  ProcessingElement_922
array/PE_3_6                         367.5375      0.1     323.4330     44.1045  0.0000  ProcessingElement_921
array/PE_3_7                         365.5935      0.1     321.1245     44.4690  0.0000  ProcessingElement_920
array/PE_3_8                         367.5375      0.1     323.4330     44.1045  0.0000  ProcessingElement_919
array/PE_3_9                         367.0515      0.1     322.9470     44.1045  0.0000  ProcessingElement_918
array/PE_4_0                         367.0515      0.1     322.9470     44.1045  0.0000  ProcessingElement_895
array/PE_4_1                         369.2385      0.1     325.1340     44.1045  0.0000  ProcessingElement_894
